! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                            NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF13_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.742293                alpha0      ! 0-lift angle of attack, depends on airfoil.
14.282673                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-12.262038               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.683135                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.935044                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.093625                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.011723                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.085587                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  2.37911851183495e-02  0.00000000000000e+00
-1.77000000000000e+02  8.50235052098150e-02  2.49601903533683e-02  1.20000000361047e-01
-1.74000000000000e+02  1.70047009144589e-01  2.80785726818416e-02  2.39999998922534e-01
-1.71000000000000e+02  2.55070981557716e-01  3.31166708698488e-02  3.60000658682385e-01
-1.68000000000000e+02  3.40098338654886e-01  4.38481163683040e-02  4.00924308535470e-01
-1.65000000000000e+02  4.25117524298058e-01  7.36275022362774e-02  4.02310595278097e-01
-1.62000000000000e+02  5.10145671648484e-01  1.10815536666494e-01  4.03697028146518e-01
-1.59000000000000e+02  5.95159848460230e-01  1.54033714213133e-01  4.11918425897985e-01
-1.56000000000000e+02  6.80190259406507e-01  2.02624616528730e-01  4.33817772721152e-01
-1.53000000000000e+02  7.65212453880514e-01  2.55730214125830e-01  4.55718339817741e-01
-1.50000000000000e+02  8.50235049553838e-01  3.13132967702526e-01  4.74919529840147e-01
-1.47000000000000e+02  8.90683089584260e-01  3.74586094456129e-01  4.67108906893695e-01
-1.44000000000000e+02  8.42010173340186e-01  4.38193611010720e-01  4.56652251317333e-01
-1.41000000000000e+02  7.98632502454985e-01  5.04692116289470e-01  4.46561442303171e-01
-1.38000000000000e+02  7.56865907743014e-01  5.72278832548714e-01  4.39018005798243e-01
-1.35000000000000e+02  7.16192303613545e-01  6.40617993488906e-01  4.33618583609415e-01
-1.32000000000000e+02  6.75450370784028e-01  7.09146758397331e-01  4.28225339902922e-01
-1.29000000000000e+02  6.33514747243990e-01  7.76713918941565e-01  4.25943595241015e-01
-1.26000000000000e+02  5.90635569899685e-01  8.42947094652154e-01  4.25260609413714e-01
-1.23000000000000e+02  5.46689647592661e-01  9.07516344340379e-01  4.25762249695331e-01
-1.20000000000000e+02  5.00816752621610e-01  9.68345717252399e-01  4.26537777807875e-01
-1.17000000000000e+02  4.53594344448848e-01  1.02571721244572e+00  4.27690019716574e-01
-1.14000000000000e+02  4.05190344296346e-01  1.07954890728207e+00  4.29032217051041e-01
-1.11000000000000e+02  3.55519387979253e-01  1.12885345850296e+00  4.30374054974946e-01
-1.08000000000000e+02  3.04653912149335e-01  1.17150209032504e+00  4.30011140145270e-01
-1.05000000000000e+02  2.53294483556401e-01  1.20914372862843e+00  4.29263142187058e-01
-1.02000000000000e+02  2.01606781754452e-01  1.24159705223793e+00  4.28103314852617e-01
-9.90000000000000e+01  1.49957907661802e-01  1.26640976797831e+00  4.25594477181450e-01
-9.60000000000000e+01  9.89913476415641e-02  1.28404488920078e+00  4.21386718152629e-01
-9.30000000000000e+01  4.89318939226006e-02  1.29573020711205e+00  4.16647667082938e-01
-9.00000000000000e+01 -1.91675583151429e-10  1.30139197051506e+00  4.11908117034454e-01
-8.70000000000000e+01 -4.89318936292226e-02  1.29573020714600e+00  4.02161429718553e-01
-8.40000000000000e+01 -9.89913475043891e-02  1.28404488924239e+00  3.92414300987496e-01
-8.10000000000000e+01 -1.49957908066439e-01  1.26640976778392e+00  3.82265232316659e-01
-7.80000000000000e+01 -2.01606782159089e-01  1.24159705204354e+00  3.70845454119272e-01
-7.50000000000000e+01 -2.53294483348594e-01  1.20914372876401e+00  3.58435472651507e-01
-7.20000000000000e+01 -3.04653911910772e-01  1.17150209052129e+00  3.45747600874828e-01
-6.90000000000000e+01 -3.55519388302970e-01  1.12885345818163e+00  3.32835869290762e-01
-6.60000000000000e+01 -4.05190343933112e-01  1.07954890764263e+00  3.18933066540764e-01
-6.30000000000000e+01 -4.53594344382480e-01  1.02571721252282e+00  3.05030263882905e-01
-6.00000000000000e+01 -5.00816752769521e-01  9.68345717056262e-01  2.91159387897598e-01
-5.70000000000000e+01 -5.46689647106147e-01  9.07516344985514e-01  2.77352364878807e-01
-5.40000000000000e+01 -5.90635569983318e-01  8.42947094528649e-01  2.63574365650109e-01
-5.10000000000000e+01 -6.33514747574267e-01  7.76713918413991e-01  2.49873996109006e-01
-4.80000000000000e+01 -6.75450370997839e-01  7.09146758040976e-01  2.36279006853058e-01
-4.50000000000000e+01 -7.16192303264064e-01  6.40617994080306e-01  2.22889064994458e-01
-4.20000000000000e+01 -7.56865907740222e-01  5.72278832553391e-01  2.09499124467084e-01
-3.90000000000000e+01 -7.98632502537149e-01  5.04692116162367e-01  1.81559959153331e-01
-3.60000000000000e+01 -8.42010172824295e-01  4.38193611685313e-01  1.34104204900863e-01
-3.30000000000000e+01 -8.90683089741277e-01  3.74586094251031e-01  8.45168272677727e-02
-3.00000000000000e+01 -1.00455325729797e+00  2.85790285797106e-01  5.52238262751861e-02
-2.93939393939394e+01 -1.03423219870525e+00  2.65188137779520e-01  5.13662557549071e-02
-2.87878787878788e+01 -1.06397174472814e+00  2.44500422710851e-01  4.75083524779751e-02
-2.81818181818182e+01 -1.09378645392442e+00  2.23698363925884e-01  4.36501454592988e-02
-2.75757575757576e+01 -1.10288939257248e+00  2.10994915363722e-01  4.01503826155034e-02
